,Dataset,Classifier,Oversampling method,Metric,Mean CV score
366,wine,GradientBoostingClassifier,RandomOverSampler,f1 score,0.9218724932460297
367,wine,GradientBoostingClassifier,RandomOverSampler,geometric mean score,0.9751970947396671
368,wine,GradientBoostingClassifier,RandomOverSampler,roc auc score,0.9093830226093264
369,wine,GradientBoostingClassifier,SMOTE,f1 score,0.9196795749677091
370,wine,GradientBoostingClassifier,SMOTE,geometric mean score,0.9789589563683766
371,wine,GradientBoostingClassifier,SMOTE,roc auc score,0.9052516111014622
372,wine,GradientBoostingClassifier,SMOTE2,f1 score,0.9183942295007851
373,wine,GradientBoostingClassifier,SMOTE2,geometric mean score,0.9716912525879918
374,wine,GradientBoostingClassifier,SMOTE2,roc auc score,0.9053455318248513
375,wine,LogisticRegression,KMeansSMOTE,f1 score,0.9356960155089407
376,wine,LogisticRegression,KMeansSMOTE,geometric mean score,0.9890474752703013
377,wine,LogisticRegression,KMeansSMOTE,roc auc score,0.9227283293295013
378,wine,LogisticRegression,None,f1 score,0.9406297273583398
379,wine,LogisticRegression,None,geometric mean score,0.9884245360785215
380,wine,LogisticRegression,None,roc auc score,0.9278300576190057
381,wine,LogisticRegression,RandomOverSampler,f1 score,0.9359029804968015
382,wine,LogisticRegression,RandomOverSampler,geometric mean score,0.9886428858983205
383,wine,LogisticRegression,RandomOverSampler,roc auc score,0.9227101796671136
384,wine,LogisticRegression,SMOTE,f1 score,0.9356960155089407
385,wine,LogisticRegression,SMOTE,geometric mean score,0.9890474752703013
386,wine,LogisticRegression,SMOTE,roc auc score,0.9227283293295013
387,wine,LogisticRegression,SMOTE2,f1 score,0.9406297273583398
388,wine,LogisticRegression,SMOTE2,geometric mean score,0.9884245360785215
389,wine,LogisticRegression,SMOTE2,roc auc score,0.9278300576190057
