,Dataset,Classifier,Oversampling method,Metric,Mean CV score
366,wine,GradientBoostingClassifier,RandomOverSampler,f1 score,0.9267432616128051
367,wine,GradientBoostingClassifier,RandomOverSampler,geometric mean score,0.9865026886358409
368,wine,GradientBoostingClassifier,RandomOverSampler,roc auc score,0.9158978002232449
369,wine,GradientBoostingClassifier,SMOTE,f1 score,0.929989724455799
370,wine,GradientBoostingClassifier,SMOTE,geometric mean score,0.9827978826393682
371,wine,GradientBoostingClassifier,SMOTE,roc auc score,0.9191514252625298
372,wine,GradientBoostingClassifier,SMOTE2,f1 score,0.9245018419414727
373,wine,GradientBoostingClassifier,SMOTE2,geometric mean score,0.9819297312322675
374,wine,GradientBoostingClassifier,SMOTE2,roc auc score,0.913034970776901
375,wine,LogisticRegression,KMeansSMOTE,f1 score,0.9299409419284596
376,wine,LogisticRegression,KMeansSMOTE,geometric mean score,0.9890607986350741
377,wine,LogisticRegression,KMeansSMOTE,roc auc score,0.9171672808651179
378,wine,LogisticRegression,None,f1 score,0.9308365722910189
379,wine,LogisticRegression,None,geometric mean score,0.9900008626639061
380,wine,LogisticRegression,None,roc auc score,0.9188183685383411
381,wine,LogisticRegression,RandomOverSampler,f1 score,0.9391918957457127
382,wine,LogisticRegression,RandomOverSampler,geometric mean score,0.989297935357718
383,wine,LogisticRegression,RandomOverSampler,roc auc score,0.9267771395156086
384,wine,LogisticRegression,SMOTE,f1 score,0.9354583396524674
385,wine,LogisticRegression,SMOTE,geometric mean score,0.9896451575799402
386,wine,LogisticRegression,SMOTE,roc auc score,0.9227319456175718
387,wine,LogisticRegression,SMOTE2,f1 score,0.9412672954857587
388,wine,LogisticRegression,SMOTE2,geometric mean score,0.9898851219231654
389,wine,LogisticRegression,SMOTE2,roc auc score,0.929101674201515
